program_id,program_name,university,stream,min_cgpa,stpm_min_subjects,stpm_min_grade,stpm_req_pa,stpm_req_math_t,stpm_req_math_m,stpm_req_physics,stpm_req_chemistry,stpm_req_biology,stpm_req_economics,stpm_req_accounting,stpm_req_business,stpm_subject_group,spm_credit_bm,spm_pass_sejarah,spm_credit_bi,spm_pass_bi,spm_credit_math,spm_pass_math,spm_credit_addmath,spm_credit_science,spm_subject_group,min_muet_band,req_interview,no_colorblind,req_medical_fitness,req_malaysian,req_bumiputera,syarat_am_standard,source_cgpa,source_muet,source_stpm_subjects,source_spm_subjects,source_interview,parse_confidence,notes
UY6481001,SARJANA MUDA DALAM SAINS KOMPUTER (KEPUJIAN),Universiti Islam Antarabangsa Malaysia,science,3.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""MATH_T"", ""PHYSICS"", ""SYARIAH"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""MATH"", ""PHYSICS_SPM""]}",3.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UY6481002,SARJANA MUDA DALAM TEKNOLOGI MAKLUMAT (KEPUJIAN),Universiti Islam Antarabangsa Malaysia,science,3.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""MATH_T"", ""PHYSICS"", ""SYARIAH"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""MATH"", ""PHYSICS_SPM""]}",3.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UM6212002,SARJANA MUDA DRAMA #,Universiti Malaya,both,3.0,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B-"", ""subjects"": [""PA""]}",1,1,1,0,0,0,0,0,,2.0,1,0,0,1,0,1,khas,khas,khas,khas,khas,1.0,
UM6314001,SARJANA MUDA EKONOMI,Universiti Malaya,both,3.0,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B-"", ""subjects"": [""PA""]}",1,1,1,0,0,0,0,0,,4.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UW6314003,SARJANA MUDA EKONOMI (EKONOMI ANTARABANGSA)DENGAN KEPUJIAN,Universiti Malaysia Sarawak,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ECONOMICS"", ""BUSINESS"", ""ACCOUNTING"", ""PA"", ""MATH_T""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ECONOMICS_SPM"", ""COMMERCE"", ""ACCOUNTING_SPM"", ""MATH""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UW6314001,SARJANA MUDA EKONOMI (EKONOMI PERKHIDMATAN)DENGAN KEPUJIAN,Universiti Malaysia Sarawak,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ECONOMICS"", ""BUSINESS"", ""ACCOUNTING"", ""PA"", ""MATH_T""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ECONOMICS_SPM"", ""COMMERCE"", ""ACCOUNTING_SPM"", ""MATH""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UW6314002,SARJANA MUDA EKONOMI (EKONOMI PERNIAGAAN) DENGAN KEPUJIAN,Universiti Malaysia Sarawak,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ECONOMICS"", ""BUSINESS"", ""ACCOUNTING"", ""PA"", ""MATH_T""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ECONOMICS_SPM"", ""COMMERCE"", ""ACCOUNTING_SPM"", ""MATH""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UY6314001,SARJANA MUDA EKONOMI (KEPUJIAN),Universiti Islam Antarabangsa Malaysia,both,3.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""ECONOMICS"", ""ACCOUNTING"", ""MATH_T"", ""BUSINESS"", ""SYARIAH"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""ECONOMICS_SPM"", ""ACCOUNTING_SPM"", ""MATH"", ""COMMERCE""]}",3.5,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UG6314001,SARJANA MUDA EKONOMI (SUMBER ALAM) DENGAN KEPUJIAN,Universiti Malaysia Terengganu,arts,2.0,2,C,1,0,1,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B-"", ""subjects"": [""ECONOMICS"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""B-"", ""subjects"": [""ACCOUNTING_SPM"", ""BI""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UK6314001,SARJANA MUDA EKONOMI DENGAN KEPUJIAN,Universiti Kebangsaan Malaysia,both,2.75,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B-"", ""subjects"": [""MATH_M"", ""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B-"", ""subjects"": [""MATH"", ""BI""]}",3.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
US6314001,SARJANA MUDA EKONOMI DENGAN KEPUJIAN #,Universiti Sains Malaysia,arts,3.0,2,C,1,0,0,0,0,0,1,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""GEOGRAPHY"", ""HISTORY"", ""BM_STPM"", ""BUSINESS"", ""ACCOUNTING"", ""MATH_M"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""GEOGRAPHY_SPM"", ""SEJARAH"", ""BM"", ""COMMERCE"", ""ACCOUNTING_SPM"", ""MATH""]}",2.0,1,0,0,1,0,1,khas,khas,khas,khas,khas,1.0,
UH6314002,SARJANA MUDA EKONOMI DENGAN KEPUJIAN (EKONOMI KEWANGAN),Universiti Malaysia Sabah,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ECONOMICS"", ""MATH_T"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ACCOUNTING_SPM"", ""MATH"", ""BI""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UH6314001,SARJANA MUDA EKONOMI DENGAN KEPUJIAN (EKONOMI PERANCANGAN DAN PEMBANGUNAN),Universiti Malaysia Sabah,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ECONOMICS"", ""MATH_T"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ACCOUNTING_SPM"", ""MATH"", ""BI""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UH6314003,SARJANA MUDA EKONOMI DENGAN KEPUJIAN (EKONOMI SUMBER MANUSIA),Universiti Malaysia Sabah,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ECONOMICS"", ""MATH_T"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ACCOUNTING_SPM"", ""MATH"", ""BI""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UE6340002,SARJANA MUDA EKONOMI PERNIAGAAN (KEPUJIAN),Universiti Teknologi Mara,science,2.75,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""BI"", ""MATH""]}",2.0,0,0,0,1,1,1,khas,khas,khas,khas,,1.0,
UQ6221003,SARJANA MUDA FIQH DAN FATWA DENGAN KEPUJIAN,Universiti Sains Islam Malaysia,both,2.0,2,C+,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C+"", ""subjects"": [""ARABIC"", ""SYARIAH"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C+"", ""subjects"": [""BI""]}",2.5,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UE6213001,SARJANA MUDA FOTOMEDIA KREATIF (KEPUJIAN) #,Universiti Teknologi Mara,science,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""MATH_T"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""MATH"", ""BI""]}",1.0,1,1,0,1,1,1,khas,am,khas,khas,khas,1.0,
UM6312005,SARJANA MUDA GEOGRAFI,Universiti Malaya,both,3.0,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B-"", ""subjects"": [""PA""]}",1,1,1,0,0,0,0,0,,3.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UH6443002,SARJANA MUDA GEOLOGI DENGAN KEPUJIAN,Universiti Malaysia Sabah,science,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""MATH_T"", ""PA""]}",1,1,1,0,1,0,1,1,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""MATH"", ""BI""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UM6341001,SARJANA MUDA HARTA TANAH,Universiti Malaya,both,3.0,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 3, ""min_grade"": ""B-"", ""subjects"": [""PA""]}",1,1,1,0,0,0,0,0,,3.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UT6341003,SARJANA MUDA HARTA TANAH DENGAN KEPUJIAN,Universiti Teknologi Malaysia,both,2.75,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B-"", ""subjects"": [""MATH_T"", ""BUSINESS"", ""ACCOUNTING"", ""ECONOMICS"", ""GEOGRAPHY"", ""PHYSICS"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 2, ""min_grade"": ""B-"", ""subjects"": [""MATH"", ""COMMERCE"", ""ACCOUNTING_SPM"", ""ECONOMICS_SPM"", ""GEOGRAPHY_SPM"", ""BI""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UZ6863002,SARJANA MUDA HUBUNGAN ANTARABANGSA (DIPLOMASI DAN KESELAMATAN ANTARABANGSA) DENGAN KEPUJIAN,Universiti Pertahanan Nasional Malaysia,both,2.33,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""MATH_T"", ""BIOLOGY"", ""CHEMISTRY"", ""PHYSICS"", ""ECONOMICS"", ""ACCOUNTING"", ""BUSINESS"", ""GEOGRAPHY"", ""HISTORY"", ""PA"", ""BM_STPM"", ""LITERATURE_MY""]}",1,1,1,0,1,0,1,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""MATH"", ""BI"", ""CHEMISTRY_SPM"", ""PHYSICS_SPM"", ""ECONOMICS_SPM"", ""ACCOUNTING_SPM"", ""COMMERCE"", ""GEOGRAPHY_SPM"", ""SEJARAH"", ""BM""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UD6313001,SARJANA MUDA HUBUNGAN ANTARABANGSA DENGAN KEPUJIAN,Universiti Sultan Zainal Abidin,arts,2.75,2,B,1,0,0,0,0,0,0,0,0,"{""min_count"": 3, ""min_grade"": ""B"", ""subjects"": [""HISTORY"", ""BM_STPM"", ""SYARIAH"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 3, ""min_grade"": ""B"", ""subjects"": [""BI"", ""SEJARAH"", ""BM""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UY6224001,SARJANA MUDA ILMU WAHYU DAN WARISAN ISLAM DALAM BAHASA DAN KESUSASTERAAN ARAB (KEPUJIAN),Universiti Islam Antarabangsa Malaysia,both,3.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ARABIC"", ""SYARIAH"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""BI""]}",2.5,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UY6221002,SARJANA MUDA ILMU WAHYU DAN WARISAN ISLAM DALAM FIQH DAN USUL FIQH (KEPUJIAN),Universiti Islam Antarabangsa Malaysia,both,3.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""SYARIAH"", ""ARABIC"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""BI""]}",2.5,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UY6221001,SARJANA MUDA ILMU WAHYU DAN WARISAN ISLAM DALAM PENGAJIAN QURAN DAN SUNNAH (KEPUJIAN),Universiti Islam Antarabangsa Malaysia,both,3.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""SYARIAH"", ""ARABIC"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""BI""]}",2.5,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UY6221003,SARJANA MUDA ILMU WAHYU DAN WARISAN ISLAM DALAM USULUDDIN DAN PERBANDINGAN AGAMA (KEPUJIAN),Universiti Islam Antarabangsa Malaysia,both,3.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""SYARIAH"", ""ARABIC"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""BI""]}",2.5,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UM6762002,SARJANA MUDA KAUNSELING #,Universiti Malaya,both,3.0,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B-"", ""subjects"": [""PA""]}",1,1,1,0,0,0,0,0,,3.0,1,0,0,1,0,1,khas,khas,khas,khas,khas,1.0,
UQ6762001,SARJANA MUDA KAUNSELING DENGAN KEPUJIAN #,Universiti Sains Islam Malaysia,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""ARABIC"", ""SYARIAH"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""BI""]}",2.0,1,0,0,1,0,1,am,khas,khas,khas,khas,1.0,
UU6762001,SARJANA MUDA KAUNSELING DENGAN KEPUJIAN #,Universiti Utara Malaysia,arts,3.0,2,C,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,2.5,1,0,0,1,0,1,khas,khas,am,khas,khas,1.0,
UW6762002,SARJANA MUDA KAUNSELING DENGAN KEPUJIAN #,Universiti Malaysia Sarawak,science,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""PA"", ""MATH_T""]}",1,1,1,0,1,0,1,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""MATH"", ""BI""]}",2.0,1,0,0,1,0,1,khas,khas,khas,khas,khas,1.0,
UG6762001,SARJANA MUDA KAUNSELING DENGAN KEPUJIAN #,Universiti Malaysia Terengganu,arts,2.67,2,C,1,0,1,0,0,0,0,0,0,,1,1,1,0,1,0,1,0,,2.0,1,0,0,1,0,1,khas,khas,am,khas,khas,1.0,
UT6481007,SARJANA MUDA KECERDASAN BUATAN DENGAN KEPUJIAN,Universiti Teknologi Malaysia,both,2.8,2,C,1,0,1,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B-"", ""subjects"": [""PHYSICS"", ""CHEMISTRY"", ""BIOLOGY"", ""ECONOMICS"", ""BUSINESS"", ""ACCOUNTING"", ""GEOGRAPHY"", ""MATH_T"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""B-"", ""subjects"": [""PHYSICS_SPM"", ""CHEMISTRY_SPM"", ""BI"", ""ECONOMICS_SPM"", ""COMMERCE"", ""ACCOUNTING_SPM"", ""GEOGRAPHY_SPM"", ""MATH""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UY6723001,SARJANA MUDA KEJURURAWATAN (KEPUJIAN) #,Universiti Islam Antarabangsa Malaysia,science,2.5,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""MATH_T"", ""PHYSICS"", ""SYARIAH"", ""PA""]}",1,1,1,0,1,0,1,1,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""MATH"", ""BI""]}",3.0,1,0,0,1,0,1,khas,khas,khas,khas,khas,1.0,
UB6526001,SARJANA MUDA KEJURUTERAAN AWAM DENGAN KEPUJIAN,Universiti Tun Hussein Onn Malaysia,both,2.0,2,B,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""MATH_M"", ""ECONOMICS"", ""MATH_T"", ""PHYSICS"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""MATH"", ""SEJARAH"", ""PHYSICS_SPM""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UB6522001,SARJANA MUDA KEJURUTERAAN ELEKTRIK DENGAN KEPUJIAN,Universiti Tun Hussein Onn Malaysia,both,2.0,2,B,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""MATH_M"", ""ECONOMICS"", ""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""MATH"", ""SEJARAH""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UB6523005,SARJANA MUDA KEJURUTERAAN ELEKTRONIK (ROBOTIK DAN SISTEM KECERDASAN BUATAN) DENGAN KEPUJIAN Baru,Universiti Tun Hussein Onn Malaysia,both,2.0,2,B,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""MATH_M"", ""ECONOMICS"", ""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""MATH"", ""SEJARAH""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UB6523006,SARJANA MUDA KEJURUTERAAN ELEKTRONIK (SEMIKONDUKTOR DAN REKA BENTUK LITAR BERSEPADU) DENGAN KEPUJIAN Baru,Universiti Tun Hussein Onn Malaysia,both,2.0,2,B,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""MATH_M"", ""ECONOMICS"", ""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""MATH"", ""SEJARAH""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UB6523001,SARJANA MUDA KEJURUTERAAN ELEKTRONIK DENGAN KEPUJIAN,Universiti Tun Hussein Onn Malaysia,both,2.0,2,B,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""MATH_M"", ""ECONOMICS"", ""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""MATH"", ""SEJARAH""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UT6581004,SARJANA MUDA KEJURUTERAAN GEOMATIK DENGAN KEPUJIAN,Universiti Teknologi Malaysia,both,2.7,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B-"", ""subjects"": [""MATH_T"", ""MATH_M"", ""PHYSICS"", ""CHEMISTRY"", ""GEOGRAPHY"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 2, ""min_grade"": ""B-"", ""subjects"": [""MATH"", ""PHYSICS_SPM"", ""CHEMISTRY_SPM"", ""GEOGRAPHY_SPM""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UB6521001,SARJANA MUDA KEJURUTERAAN MEKANIKAL DENGAN KEPUJIAN,Universiti Tun Hussein Onn Malaysia,both,2.0,2,B,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""MATH_M"", ""ECONOMICS"", ""MATH_T"", ""PHYSICS"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B"", ""subjects"": [""MATH"", ""SEJARAH"", ""PHYSICS_SPM""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UW6481004,SARJANA MUDA KEJURUTERAAN PERISIAN DENGAN KEPUJIAN,Universiti Malaysia Sarawak,science,2.0,2,C,1,1,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""MATH_T"", ""PHYSICS"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""MATH"", ""BI""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UB6481002,SARJANA MUDA KEJURUTERAAN PERISIAN DENGAN KEPUJIAN,Universiti Tun Hussein Onn Malaysia,science,2.0,2,C,1,1,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""MATH_T"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""MATH"", ""SCIENCE""]}",2.0,0,0,0,1,0,1,am,khas,khas,khas,,1.0,
UZ6861001,"SARJANA MUDA KEPOLISAN, KESELAMATAN GLOBAL DAN PERISIKAN DENGAN KEPUJIAN",Universiti Pertahanan Nasional Malaysia,both,2.33,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""MATH_T"", ""BIOLOGY"", ""CHEMISTRY"", ""PHYSICS"", ""ECONOMICS"", ""ACCOUNTING"", ""BUSINESS"", ""GEOGRAPHY"", ""HISTORY"", ""PA"", ""BM_STPM"", ""LITERATURE_MY""]}",1,1,1,0,1,0,1,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""MATH"", ""BI"", ""CHEMISTRY_SPM"", ""PHYSICS_SPM"", ""ECONOMICS_SPM"", ""ACCOUNTING_SPM"", ""COMMERCE"", ""GEOGRAPHY_SPM"", ""SEJARAH"", ""BM""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UH6762001,SARJANA MUDA KERJA SOSIAL DENGAN KEPUJIAN,Universiti Malaysia Sabah,science,2.5,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""MATH_T"", ""PA""]}",1,1,1,0,1,0,1,0,"{""min_count"": 1, ""min_grade"": ""C"", ""subjects"": [""BI""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
US6762001,SARJANA MUDA KERJA SOSIAL DENGAN KEPUJIAN #,Universiti Sains Malaysia,both,2.67,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B-"", ""subjects"": [""GEOGRAPHY"", ""HISTORY"", ""BM_STPM"", ""ECONOMICS"", ""BUSINESS"", ""ACCOUNTING"", ""BIOLOGY"", ""PHYSICS"", ""CHEMISTRY"", ""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B-"", ""subjects"": [""GEOGRAPHY_SPM"", ""SEJARAH"", ""BM"", ""ECONOMICS_SPM"", ""COMMERCE"", ""ACCOUNTING_SPM"", ""BI"", ""PHYSICS_SPM"", ""CHEMISTRY_SPM"", ""MATH""]}",2.0,1,0,0,1,0,1,khas,khas,khas,khas,khas,1.0,
UE6813003,SARJANA MUDA KESIHATAN DAN KECERGASAN (KEPUJIAN),Universiti Teknologi Mara,both,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""C"", ""subjects"": [""PA""]}",1,1,1,0,0,0,0,0,,1.0,0,0,0,1,1,1,khas,am,khas,khas,,1.0,
UU6222002,SARJANA MUDA KESUSASTERAAN KONTEMPORARI DAN PENGURUSAN INDUSTRI KREATIF DENGAN KEPUJIAN #,Universiti Utara Malaysia,both,2.5,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""BM_STPM"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B"", ""subjects"": [""BM"", ""BI""]}",3.0,1,0,0,1,0,1,khas,khas,khas,khas,khas,1.0,
UM6227001,SARJANA MUDA KESUSASTERAAN MELAYU,Universiti Malaya,both,3.0,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""B-"", ""subjects"": [""PA""]}",1,1,1,0,0,0,0,0,,2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UL6345003,SARJANA MUDA KEUSAHAWANAN (KESEJAHTERAAN) DENGAN KEPUJIAN,Universiti Malaysia Kelantan,science,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""D"", ""subjects"": [""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""D"", ""subjects"": [""BI"", ""MATH""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UL6340004,SARJANA MUDA KEUSAHAWANAN (LOGISTIK DAN PERDAGANGAN PENGEDARAN) DENGAN KEPUJIAN,Universiti Malaysia Kelantan,science,2.0,2,C,1,0,0,0,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""E"", ""subjects"": [""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 2, ""min_grade"": ""E"", ""subjects"": [""MATH"", ""BI""]}",2.0,0,0,0,1,0,1,khas,khas,khas,khas,,1.0,
UK6342001,SARJANA MUDA KEUSAHAWANAN DAN INOVASI DENGAN KEPUJIAN #,Universiti Kebangsaan Malaysia,both,2.75,2,B-,1,0,0,0,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B-"", ""subjects"": [""MATH_M"", ""MATH_T"", ""PA""]}",1,1,1,0,0,0,0,0,"{""min_count"": 1, ""min_grade"": ""B-"", ""subjects"": [""MATH"", ""BI""]}",3.0,1,0,0,1,0,1,khas,khas,khas,khas,khas,1.0,
