institution_id,institution_name,acronym,type,category,subcategory,School_Type,State,address,phone,url,subject_ba,subject_bc,subject_bi_muet,subject_bio,subject_bm,subject_bt,subject_che,subject_eko,subject_geo,subject_ict,subject_kmk,subject_l.eng,subject_mm,subject_mm/pp,subject_mt,subject_pa,subject_pakn,subject_phy,subject_pk,subject_pp,subject_sej,subject_ss,subject_sv,subject_sya,subject_tah,subject_usul
KEA9001,SMK Sungai Limau,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Jalan Sungai Limau Dalam, 06910 Yan, Kedah",04-7691759,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
KEA3106,SMK Sungai Pasir,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Jalan Batu Lintang, Sungai Pasir, 08000 Sungai Petani, Kedah",04-4311764,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEA3105,SMK Tunku Ismail,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Sungai Petani, 08000 Sungai Petani, Kedah",04-4225508,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEE3057,SMK Tunku Sulong,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Jeniang, 08700 Gurun, Kedah",04-4644236,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEE8018,SMK Yan,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Jalan Tunku Ibrahim, 08200 Sik, Kedah",04-4695278,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
KEE4041,SMK Ayer Hitam,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Simpang Empat Kerpan, 06150 Ayer Hitam, Kedah",04-7940226,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
KEA4058,SMK Changlun,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"KM 11, Lebuhraya Utara Selatan, 06010 Changlun, Kedah",04-9241293,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KEA4062,SMK Hosba,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Lebuhraya Utara Selatan, 06010 Changlun, Kedah",04-9243128,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEE4037,SMK Jitra,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Kedah,"Jalan Jitra, 06000 Jitra, Kedah",04-9171260,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
KEA4060,SMK Megat Dewa,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Jalan Kodiang, 06100 Kodiang, Kedah",04-9251948,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEE4040,SMK Pulau Nyior,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Jalan Kodiang, 06000 Jitra, Kedah",04-9291288,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
KEE4038,SMK Seri Mahawangsa,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Jalan Changlun, 06000 Jitra, Kedah",04-9171548,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
KEA4061,SMK Tunku Anum Tunku Abdul Rahman,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Tok Jalai, 06000 Jitra, Kedah",04-7144960,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
KEE4039,SMK Tunku Bendahara,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"KM 5, Jalan Changlun, 06100 Kodiang, Kedah",04-9251344,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
KEA5078,Kolej Tingkatan Enam Kulim,,IPTA,Kolej Tingkatan 6,STPM Campuran,Kolej Tingkatan 6,Kedah,"Taman Mahsuri Padang Serai, 09400 Padang Serai, Kedah",04-4855370,,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
KEB5025,SMK Chio Min,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Kedah,"Jalan Kelang Sago, 09000 Kulim, Kedah",04-4907552,,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
KEA5070,SMK Junjung,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Jalan Junjong, 09000 Kulim, Kedah",04-4871659,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
KEA5026,SMK Keladi,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Jalan Keladi, 09000 Kulim, Kedah",04-4953497,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEA5067,SMK Labu Besar,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Pekan Labu Besar, 09010 Kulim, Kedah",04-4031693,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEE1018,SMK Serdang,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Jalan Selama, 09800 Serdang, Kedah",04-4077223,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEE1017,SMK Sultan Ahmad Tajuddin,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Jalan Permatang Pasir, 34950 Bandar Baharu, Kedah",05-7161055,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEA5023,SMK Sungai Kob,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Pekan Sungai Kob, 09700 Karangan, Kedah",04-4023555,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEE6016,SMK Mahsuri,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Jalan Ayer Hangat Mukim Kuah, 07000 Langkawi, Kedah",04-9666245,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEA6015,SMK Tunku Putra,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Padang Matsirat, 07100 Langkawi, Kedah",04-9551384,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEE7017,SMK Datuk Syed Ahmad,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Batu 20, Jalan Langgar, Kuala Nerang, 06300 Kuala Nerang, Kedah",04-7866217,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEA7018,SMK Lubok Merbau,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"FELDA Lubok Merbau, 06710 Pendang, Kedah",04-7520933,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KEA7019,SMK Naka,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Pekan Naka Mukim Tekai Kanan, 06350 Alor Star, Kedah",04-7851517,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
KEAA092,SMK Kubor Panjang,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Kubor Panjang, 06760 Alor Setar, Kedah",04-7846076,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
KEEA103,SMK Pendang,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Kedah,"Batu 16, Jalan Pendang, 06700 Pendang, Kedah",04-7596249,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
KEAA181,SMK Syed Ibrahim,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Padang Pusing, 06700 Pendang, Kedah",04-7596273,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
KEAA183,SMK Tunku Temenggung,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kedah,"Jalan Banggol Pauh, 06700 Pendang, Kedah",04-7599269,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
DEE0039,SMK Bachok,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Kampung Kemudi, Bachok, 16300 Bachok, Kelantan",09-7788255,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA0033,SMK Badak,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Cabang Tiga Melawi, 16310 Bachok, Kelantan",09-7787411,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA0040,SMK Dato' Perdana,,IPTA,Kolej Tingkatan 6,STPM Sains,SMK,Kelantan,"Kampung Tangok, 16300 Bachok, Kelantan",09-7530021,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
DEA0034,SMK Long Yunus,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Beris Kubor Besar, 16350 Bachok, Kelantan",09-7788358,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
DEA0038,SMK Sri Gunung,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Bukit Chenda, Gunong, 16390 Bachok, Kelantan",09-7825225,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DRA0001,SMKA Tok Bachok,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMKA,Kelantan,"Kampung Tangok, Jalan Bachok - Jelawat, 16300 Bachok, Kelantan",09-7780085,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
DEA8002,SMK Bandar Chiku,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Bandar Chiku, 18300 Gua Musang, Kelantan",09-9285335,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA8001,SMK Tengku Indera Petra (1),,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Persiaran Raya, 18300 Gua Musang, Kelantan",09-9121663,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA9001,SMK Ayer Lanas,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"KM 40, Jalan Jeli Tanah Merah, 17700 Jeli, Kelantan",09-9468234,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEB1137,Maktab Sultan Ismail,,IPTA,Kolej Tingkatan 6,STPM Campuran,Maktab,Kelantan,"Jalan Telipot, Belakang Smk Sultan Ismail, 15150 Kota Bharu, Kelantan",09-7418772,,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
DEB1139,SMJK Chung Hwa (Kemanusiaan),,IPTA,Kolej Tingkatan 6,STPM Campuran,SMJK,Kelantan,"Jalan Atas Banggol, 15300 Kota Bharu, Kelantan",09-7442086,,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
DEA1126,SMK Dato' Ahmad Maher,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Long Yunus, 15200 Kota Bharu, Kelantan",09-7418250,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DEA1123,SMK Ismail Petra,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Kelantan,"Kompleks Sekolah-Sekolah Wakaf Mek Zainab, 15300 Kota Bharu, Kelantan",09-7481848,,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
DEE1126,SMK Ketereh,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"KM 21, Kampung Dendang Jalan Kuala Krai, 16450 Kota Bharu, Kelantan",09-7886875,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEE1127,SMK Kota,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Salor, Sebelah Rtm Kelantan, Wakaf Che Yeh, 15100 Kota Bharu, Kelantan",09-7483312,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEE1140,SMK Kota Bharu,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Kompleks Wakaf Mek Zainab, 15300 Kota Bharu, Kelantan",09-7482320,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA1129,SMK Kubang Kerian (1),,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Raja Perempuan Zainab II, 16150 Kota Bharu, Kelantan",09-7652046,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA1141,SMK Kubang Kerian (2),,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Kampung Chica, 16150 Kota Bharu, Kelantan",09-7654726,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DEE1130,SMK Melor,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Hadapan Petronas Kampung Melor Jalan Pasir Puteh, 16400 Kota Bharu, Kelantan",09-7835320,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA1131,SMK Mulong,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Kuala Krai, 16010 Kota Bharu, Kelantan",09-7126232,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEE1133,SMK Pengkalan Chepa (1),,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Maktab, 16100 Kota Bharu, Kelantan",09-7713840,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DEA1135,SMK Puteri,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Kompleks Sekolah-Sekolah, Wakaf Mek Zainab, 15300 Kota Bharu, Kelantan",09-7419712,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
DEA1125,SMK Raja Sakti,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Kota Jembal, 16150 Kota Bharu, Kelantan",09-7652359,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEE1141,SMK Sultan Ismail,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Telipot, 15150 Kota Bharu, Kelantan",09-7481245,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEB1142,SMK Zainab (1),,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Telipot, 15150 Kota Bharu, Kelantan",09-7418643,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DEA1144,SMK Zainab (2),,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Merbau, 15300 Kota Bharu, Kelantan",09-7486178,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
DEA7418,SMK Dabong,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Kampung Dabong, 18200 Dabong, Kelantan",09-9607927,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DEA7407,SMK Kuala Krai,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Kuala Krai Kelantan, 18000 Kuala Krai, Kelantan",09-9602291,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA7419,SMK Pahi,,IPTA,Kolej Tingkatan 6,STPM Sains,SMK,Kelantan,"KM 9, Lebuhraya Kuala Krai-Gua Musang, 18000 Kuala Krai, Kelantan",09-9609600,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
DEE7409,SMK Sultan Yahya Petra (1),,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Kem, 18000 Kuala Krai, Kelantan",09-9666077,,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA7422,SMK Sultan Yahya Petra (2),,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Rest House, 18000 Kuala Krai, Kelantan",09-9662201,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEE2191,SMK Hamzah (1),,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Bahagia, 18500 Machang, Kelantan",09-9751300,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA2189,SMK Machang,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Sebelah Ipd Machang, 18500 Machang, Kelantan",09-9751235,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA2188,SMK Seri Intan,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Batu 32, Kampung Pek, Jalan Kuala Krai, 18500 Machang, Kelantan",09-9770179,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA3240,SMK Kangkong,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Kampung Kangkong, Jalan Pasir Mas - Tanah Merah, 17040 Pasir Mas, Kelantan",09-7962330,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA3428,SMK Kubang Bemban,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"KM 2, Jalan Meranti, 17000 Pasir Mas, Kelantan",09-7922650,,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
DEA3243,SMK Pasir Mas,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Masjid Pasir Mas, 17000 Pasir Mas, Kelantan",09-7909095,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEE3244,SMK Rantau Panjang,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Pekan Rantau Panjang, 17200 Rantau Panjang, Kelantan",09-7950450,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEE3247,SMK Sultan Ibrahim (1),,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Meranti, 17000 Pasir Mas, Kelantan",09-7909214,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA3425,SMK Sultan Ibrahim (2),,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Hospital, 17000 Pasir Mas, Kelantan",09-7909311,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA3245,SMK Tendong,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Tendong, 17030 Pasir Mas, Kelantan",09-7198429,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA3241,SMK Tengku Panglima Raja,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"KM 2, Jalan Pasir Mas - Tanah Merah, 17000 Pasir Mas, Kelantan",09-7922440,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA4286,SMK Bukit Jawa,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Selising, Pasir Puteh, 16810 Selising, Kelantan",09-7891212,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA4294,SMK Cherang Ruku,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Cherang Ruku, 16700 Pasir Puteh, Kelantan",09-6912275,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
DEE4289,SMK Kamil,,IPTA,Kolej Tingkatan 6,STPM Sains,SMK,Kelantan,"Pasir Puteh, 16800 Pasir Puteh, Kelantan",09-7855300,,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
DEA4297,SMK Seri Aman,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Taman Kobena, 16800 Pasir Puteh, Kelantan",09-7855200,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA4287,SMK Tok Janggut,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Pasir Puteh - Kota Bharu, 16800 Pasir Puteh, Kelantan",09-7866334,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEE5324,SMK Dato' Mahmud Paduka Raja (1),,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Jalan Klinik, 17500 Tanah Merah, Kelantan",09-9503300,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA5416,SMK Tan Sri Mohamed Yaacob,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"KM 21, Jalan Jedok, Kampung Batu Gajah, 17510 Tanah Merah, Kelantan",09-9581373,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA5417,SMK Tanah Merah (1),,IPTA,Kolej Tingkatan 6,STPM Sains,SMK,Kelantan,"Jalan Ismail Petra, 17500 Tanah Merah, Kelantan",09-9556167,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
DEA5421,SMK Tanah Merah (2),,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"KM 2, Jalan Ismail Petra, 17500 Tanah Merah, Kelantan",09-9558701,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
DEA6357,SMK Chabang Empat,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Kampung Chabang Empat, 16210 Tumpat, Kelantan",09-7190615,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA6358,SMK Dato' Biji Wangsa,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Kompleks Sekolah Tumpat, 16200 Tumpat, Kelantan",09-7257280,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DEA6359,SMK Kampong Laut,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Kampung Laut, Palekbang, 16040 Tumpat, Kelantan",09-7196217,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA6360,SMK Mahmud Mahyidin,,IPTA,Kolej Tingkatan 6,STPM Sains,SMK,Kelantan,"Pasir Pekan, 16250 Wakaf Bharu, Kelantan",09-7196864,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
DEE6362,SMK Tumpat,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Kompleks Sekolah-Sekolah Kelaboran, Jalan Kelaboran, 16200 Tumpat, Kelantan",09-7257251,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
DEA6362,SMK Wakaf Bharu,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Kelantan,"Wakaf Bharu, 16250 Wakaf Bharu, Kelantan",09-7196168,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
MEB0078,SMJK Pulau Sebang,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMJK,Melaka,"Pulau Sebang, 73000 Tampin Pos, Melaka",06-4411346,,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
MEE0075,SMK Dato' Dol Said,,IPTA,Kolej Tingkatan 6,STPM Sains,SMK,Melaka,"Jalan Dato' Dol Said, 78000 Alor Gajah, Melaka",06-5561286,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
MEA0072,SMK Datuk Haji Talib Karim,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Melaka,"Serahan Tingkap 2080, 78000 Alor Gajah, Melaka",06-5561285,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
MEA0071,SMK Ghafar Baba,,IPTA,Kolej Tingkatan 6,STPM Sains,SMK,Melaka,"Masjid Tanah, 78300 Masjid Tanah, Melaka",06-3841257,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
MEA0095,SMK Lubok China,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Melaka,"Lubok China, 78100 Lubok China, Melaka",06-6966375,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
MEB0079,SMK Sultan Alauddin,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Melaka,"Masjid Tanah, 78300 Masjid Tanah, Melaka",06-3841249,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
MEB1063,SMK Datuk Bendahara,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Melaka,"Jalan Pegawai, 77000 Jasin, Melaka",06-5291278,,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
