course_id,course,wbl,level,department,field,frontend_label,semesters,description
POLY-DIP-042,Diploma Pengajian Perniagaan,0,Diploma,Perdagangan,Pengajian Perniagaan,Perniagaan & Perdagangan,6,"Diploma Pengajian Perniagaan bertujuan untuk meningkatkan dan memperkayakan pengetahuan pelajar merentas pelbagai bidang perniagaan serta menyediakan pelajar untuk menghadapi cabaran kerjaya dalam perniagaan kontemporari. Bidang pengajian yang dipelajari adalah dinamik dan pelajar akan memperolehi pengetahuan serta kemahiran dalam pelbagai bidang seperti pentadbiran, pengurusan sumber manusia, perakaunan, kewangan, pemasaran, insurans, perbankan dan pelaburan, pengurusan operasi serta keusahawanan.
Rangka kerja kursus yang fleksibel membolehkan pelajar memilih laluan yang sesuai dengan minat mereka, sama ada untuk memasuki pasaran kerja atau meneruskan pengajian mereka dalam pelbagai program perniagaan yang selaras dengan perkembangan perniagaan semasa."
POLY-DIP-043,Diploma Pengurusan Acara,0,Diploma,Pelancongan Dan Hospitaliti,Pengurusan Acara,"Hospitaliti, Kulinari & Pelancongan",6,"The Diploma in Event Management programmed is designed to educate and equip the students with comprehensive knowledge and skills in related fields of event industry such as in administration, operations, marketing, risk management and event project are also emphasized to support creative thinking. Other fundamental aspects of event industry such as tourism and hospitality fundamentals, professional development, customer service, health and safety, and entrepreneurial development are also embedded in this programme. This diploma programs over six semesters covers a spectrum of applied competencies and abilities associated with the industry at the skilled, semi-skilled and unskilled levels of employment. In addition, this programme also incorporates hands-on and experiential learning, and six months of structured industrial training experience that will prepare the students to acquire workplace competencies and related academic education, as well as enable them to enter and function effectively in the labour market immediately upon graduation. Most importantly, it is imperative that the graduates acquire the ability to apply their knowledge and competencies in an innovative, creative and novel ways, as well as the ability to address the wide range of challenges, problems and issues at the workplace."
POLY-DIP-044,Diploma Pengurusan Hotel,1,Diploma,Pelancongan Dan Hospitaliti,Pengurusan Hotel,"Hospitaliti, Kulinari & Pelancongan",6,"Diploma in Hotel Management is designed to cover the current wide discipline of hotel industry. This programme offers hands-on practical skills and prepares graduates to excel in terms of services, accommodation, hotels and restaurant business.
This special programme is designed to resemble an apprenticeship training programme where students will be attached to a designated hotel for a period of ten (10) months throughout the duration of the programme. This includes front office practice, hotel and lodging management, housekeeping, commercial foodservice and kitchen operation and restaurant operation. Other fundamental competencies such as tourism and hospitality fundamentals, professional development, communication skills, health and safety, and entrepreneurial development are also included in this programme."
POLY-DIP-045,Diploma Pengurusan Logistik dan Rantaian Bekalan,0,Diploma,Perdagangan,Pengurusan Logistik dan Rantaian Bekalan,Perniagaan & Perdagangan,6,"Program Diploma Pengurusan Logistik dan Rangkaian Bekalan ditawarkan selaras dengan perkembangan industri logistik yang memacu pertumbuhan ekonomi negara. Program ini bertujuan untuk meningkatkan dan memperkayakan pengetahuan pelajar di dalam bidang logistik dan rangkaian bekalan seperti pengurusan logistik, pengurusan inventori, pemasaran antarabangsa, pengurusan operasi, teknologi maklumat logistik dan rangkaian bekalan serta keusahawanan. Maklumat yang terkandung di dalam program ini dapat membantu pelajar melaksanakan dan mengaplikasi kemahiran yang dipelajari dalam pelbagai bidang yang berkaitan dengan industri pengurusan logistik dan rangkaian bekalan."
POLY-DIP-046,Diploma Pengurusan Pelancongan,0,Diploma,Pelancongan Dan Hospitaliti,Pengurusan Pelancongan,"Hospitaliti, Kulinari & Pelancongan",6,"The Diploma in Tourism Management is specifically developed to provide a comprehensive coverage of the various components of the tourism industry and the specific required competencies activities such as in Travel and Tour Operations, Park and Recreation Management, Facilities Management, Event Management, Recreation Tourism, Front Office Operation and Visitor Interpretation Services. Other fundamental competencies of tourism industry such as tourism and hospitality fundamentals, professional development, communication, health and safety, entrepreneurial development, safety and risk management, theme park management, park and risk management are also embedded in this programme. This diploma programme of over six semesters covers a spectrum of applied competencies and abilities associated with the industry at the skilled, semi-skilled and unskilled levels of employment.
In addition, this programme also incorporates hands-on and experiential learning, as well as six months of structured industrial training experience that will prepare the students to acquire workplace competencies and related academic education, as well as enable them to enter and function effectively in the job market immediately upon graduation. Most importantly, it is imperative that the graduates acquire the ability to apply their knowledge and competencies in innovative, creative and novel ways, as well as the ability to address a wide range of challenges, problems and issues at the workplace"
POLY-DIP-047,Diploma Pengurusan Peruncitan,0,Diploma,Perdagangan,Pengurusan Peruncitan,Perniagaan & Perdagangan,6,"Program Diploma Pengurusan Peruncitan akan melengkapkan pelajar dengan pengetahuan dan kemahiran TVET yang diperlukan dalam industri peruncitan. Program ini akan mendedahkan pelajar kepada pengetahuan dan kemahiran Asas Peruncitan, Matematik dalam Peruncitan, Perkhidmatan Pelanggan, Promosi Runcit, Operasi Runcit, Pembelian Runcit, Peragaan Barangan dan Peruncitan Global. Selain itu, pelajar akan didedahkankepada bidang-bidang pengajian yang relevan termasuk Perakaunan, Ekonomi, Undang-Undang Komersil, Statistik dan Komputer bagi menjamin kemahiran yang seimbang dan mampu melaksanakan tugas dengan berkesan dalam industri. Program ini akan meningkatkan pengetahuan dan kemahiran yang diperlukan dalam jangkamasa enam semester termasuk latihan industri.Semua pelajar diwajibkan menjalani latihan industri selama enam bulan pada semester akhir bagi memperolehi pengalaman dan pendedahan dalam bidang peruncitan dan alam pekerjaan sebenar."
POLY-DIP-048,Diploma Pengurusan Resort,0,Diploma,Pelancongan Dan Hospitaliti,Pengurusan Resort,"Hospitaliti, Kulinari & Pelancongan",6,"The Diploma in Resort Management (DHR) programme for polytechnics is specifically developed to provide a broad understanding of the hotel and resort body of knowledge and the required competencies in resort management, spa operation, resort facilities management, recreational resort operation, housekeeping operation and management, food and beverage services, kitchen essential management, basic cookery and Meetings, Incentives, Conventions & Exhibitions (MICE). Other fundamental competencies such as Muslim friendly hospitality practice, tourism and hospitality fundamentals, professionalism and customer service, communication, occupational safety and health and entrepreneurship are also embedded in this programme. This diploma programme which spans over six semester covers a spectrum of applied competencies and abilities associated with the industry at the skilled, semi-skilled and unskilled levels of employment.
In addition, this programme incorporates hands-on and experiential learning through a six-month stint of industrial training that will enable the students to acquire workplace competencies and related academic experience, so they can enter and function effectively in the industry immediately upon graduation. Most importantly, it is imperative that the graduates acquire the ability to apply their knowledge and competencies in an innovative, creative and novel ways, as well as the ability to address the wide range of challenges, problems and issues at the workplace."
POLY-DIP-049,Diploma Perakaunan,0,Diploma,Perdagangan,Perakaunan,Perniagaan & Perdagangan,5,"Diploma Perakaunan digubal khusus untuk melengkapkan pelajar dengan pengetahuan dan kemahiran serta pengalaman melalui pendidikan bersepadu dalam bidang-bidang seperti perakaunan, kewangan, pengauditan, percukaian, perakaunan kos dan juga pengetahuan dalam bidang pengurusan, teknologi maklumat, keusahawanan dan pembangunan kendiri. Pelajar bukan sahaja diajar secara teori asas kewangan dan perakaunan, malah mereka juga diberi pendedahan kepada pengalaman sebenar melalui program latihan industri. Matlamat program ini bukan sahaja melahirkan graduan yang mempunyai kemahiran mengurus dan merekod kewangan tetapi juga graduan yang berfikiran usahawan. Setiap kursus yang dibina di dalam program ini adalah mengikut piawaian yang ditetapkan oleh badan-badan profesional perakaunan di Malaysia seperti Institut Akauntan Malaysia (MIA), IAS, MFRS, MQA dan IFAC. Program ini diterajui oleh pensyarah yang bukan sahaja berpengalaman dalam bidang pendidikan tetapi juga dalam bidang kewangan dan pengurusan. Selain bekerja dalam bidang perakaunan, graduan program ini berpeluang melanjutkan pelajaran di institusi pengajian tinggi dan badan professional seperti ACCA."
POLY-DIP-050,Diploma Perancangan Bandar dan Wilayah,0,Diploma,Kejuruteraan Awam,Perancangan Bandar dan Wilayah,"Sivil, Seni Bina & Pembinaan",6,"Program pengajian Diploma Perancang Bandar dan Wilayah direkabentuk untuk melengkapkan pelajar dengan pengetahuan teoritikal, kemahiran teknikal dan tingkah laku yang diperlukan dalam bidang perancangan bandar dan wilayah. Pelaksanaan aktiviti pengajaran dan pembelajaran program pengajian ini dijalankan di kampus, studio dan industri berkaitan dengan skop kerja dalam merancang pembangunan bandar dan wilayah supaya teratur dan maju.Program pengajian inimendedahkan pelajar kepada aspek asas pengetahuan dalam merancang pembangunan sesebuah bandar, wilayah dan luar bandar, pelan struktur, penzonan kategori kawasan pembangunan,perancangan fizikal pusat bandar, perumahan, komersial, perindustrian, landskap, rekreasi dan pelancongan serta pengangkutan.
Segala pengetahuan dan kemahiran yang diperolehi oleh pelajar amat berguna untuk membina kerjaya ataupun melanjutkan pelajaran ke peringkat lebih tinggi dalam bidang perancang bandar dan wilayah"
POLY-DIP-051,Diploma Perkhidmatan Makanan Amalan Halal,0,Diploma,Pelancongan Dan Hospitaliti,Perkhidmatan Makanan Amalan Halal,"Hospitaliti, Kulinari & Pelancongan",6,"Program Diploma Perkhidmatan Makanan Amalan Halal memperkenalkan pelajar kepada amalan halal dalam industry perkhidmatan makanan. Ia menyediakan pemahaman yang luas serta kompetensi yang diperlukan dalam industry perkhidmatan makanan halal seperti profesionalisma dan perkhidmatan pelanggan, pengetahuan asas makanan halal dan industry makanan, standard halal, sanitasi di dalam perkhidmatan makanan, nutrisi, teori makanan, asas masakan timur dan barat, penyajian makanan dan minuman, perancangan menu, penyediaan roti dan pastri, undang-undang makanan dan aspek undang-undang, operasi perkhidmatan makanan komersil, pengurusan acara, kawalan kos makanan dan minuman dan pengurusan sumber manusia. Amalan hospitality mesra muslim dan rekabentuk susun atur kemudahan perkhidmatan makanan juga diterapkan di dalam program ini. Ia menggabungkan amali dan pembelajaran melalui pengalaman. Pelajar akan menjalani enam bulan latihan industriyang berstruktur untuk memperolehi kemahiran dan pengalaman di tempat kerja dan pendidikan akademik yang berkaitan supaya mereka memasuki alam pekerjaan dengan penuh dedikasi setelah tamat pengajian."
POLY-DIP-052,Diploma Perniagaan Antarabangsa,0,Diploma,Perdagangan,Perniagaan Antarabangsa,Perniagaan & Perdagangan,6,"Diploma Perniagaan Antarabangsa direkabentuk untuk meningkatkan dan memperkayakan pengetahuan pelaja rmerentas pelbagai bidang perniagaan bagi membolehkan mereka menghadapi dunia perniagaan global yang mencabar. Kandungan program ini termasuk pengurusan eksport dan import, pemasaran antarabangsa dan penyelidikan pemasaran bagi perdagangan antarabangsa. Pengetahuan asas mengenai kepentingan perdagangan antara negara-negara, hubungan baik antara kerajaan, system perundangan negara, risiko dan insurans, kecekapan pengurusan kewangan serta pengurusan rangkaian bekalan dalam mengurus aktiviti perniagaan dan logistic turut diterapkan. Program ini juga merangkumi pelbagai bidang pengajian seperti perakaunan, ekonomi, statistic dan pengurusan. Pelajar akan menjalani latihan industry selama enam bulan pada semester akhir bagi memperolehi pengalaman kerja dan pemahaman mengenai dunia perniagaan semasa."
POLY-DIP-053,Diploma Reka Bentuk Fesyen,0,Diploma,Reka Bentuk Dan Komunikasi Visual,Reka Bentuk Fesyen,Seni Reka & Kreatif,6,"Diploma Reka Bentuk Fesyenmerangkumi semua bidang utama dalam pengeluaran fesyen, termasuk reka bentuk, ilustrasi, pembuatan pola dan pembuatan pakaian. Kursus-kursus dilaksanakan di studio fesyen dan bengkel fesyen yang serba lengkap. Program ini memberi tumpuan kepada kemahiran dan pengetahuan dalam mengendalikan mesin dan komputer, teknik jahitan, pemilihan bahan, warna serta tekstur. Di samping itu, untuk tujuan penyelidikan, teknik pemerhatian dan eksperimen dijalankan untuk mencipta koleksi fesyen yang inovatif untuk projek akhir mereka. Pendedahan rekaan fesyen dan pembuatan pola secara digital juga turut ditekankan dalam menceburi bidang digital selaras dengan kehendak 4IR serta Matlamat Pembangunan Mampan (SDG). Melalui projek akhir, pelajar akan dinilai berdasarkan bakat dan kebolehan yang dimiliki serta kemahiran yang mereka pelajari sepanjang program. Mereka juga digalakkan untuk mencambahkan idea-idea kreatif bagi mencipta gaya tersendiri dalam rekaan melalui penyampaian koleksi akhir mereka.
Program ini mengambil masa enam semester untuk diselesaikan ; lima semester akademik dan Latihan Industri pada semester akhir di syarikat syarikat yang bersesuaian. Pada semester lima, pelajar-pelajar dikehendaki melengkapkan projek akhir yang juga akan mengukur pengetahuan dan kemahiran yang diperolehi sepanjang pengajian mereka. Koleksi akhir pelajar akan dipamerkan secara professional melalui pertunjukan fesyen atau pameran pada akhir program. Kursus-kursus yang ditawarkan dalam program ini ialah Introduction to Art History, Introduction to Drawing, Introduction to Art and Design, Introduction to Pattern Making, Sampling, Fashion Design 1-3, Pattern Making and Garment Construction 1-3, Introduction to Fashion Illustration, Introduction to Textile, Introduction to Fashion Retailing, Fashion CAD 1-2, Fashion CAM 1-2, History of Costume, Fashion Studies, Fashion Design Project, Basic Embroidery, Digital Photography and Communication Photography.
Program ini juga menyediakan pelajar dengan nilai ditambah dan kemahiran boleh pindah yang membolehkan mereka menyesuaikan diri dengan teknologi baru. Selain daripada pengetahuan teknikal dan kemahiran, program ini juga membangunkan pelajar dalam pendekatan holistik bersepadu melalui kursus seperti Seni Dalam Islam, Nilai Masyarakat Malaysia, Kokurikulum, Bahasa Inggeris Komunikatif, Penghayatan Etika dan Peradaban, Kursus Integriti dan Anti-Rasuah serta Keusahawanan Digital."
POLY-DIP-054,Diploma Rekabentuk Grafik,0,Diploma,Reka Bentuk Dan Komunikasi Visual,Rekabentuk Grafik,Seni Reka & Kreatif,6,"Program Diploma Reka Bentuk Grafikdireka untuk merangkumi disiplin seni yang luas, komunikasi reka bentuk grafik dan media baharu. Asas reka bentuk grafik termasuk sejarah reka bentuk grafik, fotografi, elemen dan prinsip reka bentuk grafik. Program ini menggabungkan Typography, Digital Imaging, Digital Illustration, Digital Publishing, Motion Graphic, Interactive Design, Creative Advertising, Corporate Identity Design and Packaging Design. Pengetahuan dan kemahiran yang diperoleh oleh pelajar akan menjadikan mereka cekap dan meningkatkan kadar kebolehpasaran mereka. Selain daripada pengetahuan teknikal dan kemahiran, program ini juga akan membangunkan pelajar secara holistik bersepadu melalui kursus seperti Pengajian Islam, Pengajian Moral, Kokurikulum, Pengurusan Acara, Bahasa Inggeris Komunikatif, dan Keusahawanan Digital. Program ini merangkumi tempoh pengajian selama lima semester akademik serta satu semester latihan industry iaitu pada semester keenam untuk mendapat pengalaman dan pendedah bekerja di dalam bidang. Penekanan juga diberikan pada pengurusan acara dan portfolio serta teknik persembahan yang dapat menunjukkan keupayaan para pelajar untuk menterjemahkan hasil kreatif yang menarik ke dalam rekabentuk cetak mahupun berasaskan web."
POLY-DIP-055,Diploma Rekabentuk Industri,0,Diploma,Reka Bentuk Dan Komunikasi Visual,Rekabentuk Industri,Seni Reka & Kreatif,6,"DIPLOMA REKABENTUK INDUSTRI adalah aliran rekabentuk gabungan antara-disiplin di mana para pelajar terlibat secara aktif dalam merancang dan mereka bentuk pelbagai produk.Rekabentuk produk yang menitikberatkan keterampilan estetika dan kecekapan fungsi.Program ini menumpukan kepada pembangunan rekabentuk, lakaran dan 3Dmodeling, teknik rendering, persembahan, factor manusia, kemahiran komunikasi, estetika dan dokumentasi teknikal. Pelajar akan didedahkan kepada teori dan praktis dengan member penekanan kepada kemahiran rekabentuk seperti hubungan antara estetika dan bentuk serta fungsi, teknik penyelesaian masalah, mengintegrasikan rekabentuk dan teknologi, pembuatan, perniagaan dan pemasaran.
Rekabentuk industri tidak hanya diaplikasi dalam produk pengguna, ia juga turut diaplikasi dalam perabot, peralatan pejabat, peralatan perubatan, peralatan, peralatan keselamatan, produk seni bina, perhiasan ruang dalaman, pembungkusan, pengangkutan dan automotif, peralatan komunikasi elektronik, lekapan mandi dan pencahayaan, hardware, peralatan meja makan, interaksi dan rekabentuk antara muka. Pelajar bukan sahaja perlu menekankan penampilan produk tetapi juga mempertimbangkan syarat-syarat produk yang dijual. Di bawah piawaian rekabentuk yang lazim, produk yang dihasilkan perlu mempunyai elemen garisan, warna, kadar banding dan jalinan, kecekapan tinggi dan keselamatan operasi, kemudahan atau keselesaan yang digunakan, kemudahan penyelenggaraan dan pembaikan, ketahanan dan fungsi dari segi bentuk. Kepentingan antara piawaian tersebut mungkin berbeza-beza bergantung pada produk. Pelajar program ini juga dikehendaki memproses kebolehan artistik, menggabungkan pengetahuan terhadap prinsip kejuruteraan dan bahan-bahan, teknik pengeluaran dan kos, serta kemahiran asas keusahawanan. Selain itu, rekabentuk industri adalah kunci untuk menggambarkan gaya hidup dunia moden."
POLY-DIP-056,Diploma Sains Kesetiausahaan,0,Diploma,Perdagangan,Sains Kesetiausahaan,Perniagaan & Perdagangan,6,"Diploma Sains Kesetiausahaan membangunkan keupayaan pelajar untuk menghasil dan menguruskan dokumen pejabat dengan sewajarnya, mencipta pembentangan atau cadangan, mengurus teknologi maklumat, menganjurkan acara dan pada masa yang sama menggambarkan personaliti yang menyenangkan. Program ini akan melengkapkan pelajar dengan pengetahuan professional setiausaha dan membantu pelajar menjadi pekerja separuh profesional di sector swasta dan awam. Oleh itu, program ini telah direka dengan kemahiran yang tidak ternilai untuk mempersiapkan para pelajar menghadapi persekitaran kerja yang mencabar. Ia merangkumi pelbagai bidang pengetahuan dan kemahiran seperti Kemahiran Menaip Pantas, Pemprosesan Dokumen, Shorthand, Trengkas, Pentadbiran Pejabat, Perisian Aplikasi Pejabat, Pembangunan Keperibadian, Pengurusan Acara dan Perakaunan Perniagaan. Program Sains Kesetiausahaa nmelengkapkan pelajar dengan pengetahuan dan kebolehan yang diperlukan untuk membantu dalam pelbagai kerja pentadbiran dalam mana-mana organisasi atau industri."
POLY-DIP-057,Diploma Seni Bina,0,Diploma,Kejuruteraan Awam,Seni Bina,"Sivil, Seni Bina & Pembinaan",6,"Program pengajian Diploma Seni Bina direkabentuk untuk melengkapkan pelajar dengan pengetahuan teoritikal, kemahiran teknikal dan tingkah lakuyang diperlukan dalam bidang seni bina.Pelaksanaan aktiviti pengajaran dan pembelajaran program pengajian inidijalankan di bilik kuliah, studio dan industriberkaitan dengan skop kerja reka bentuk seni bina dan teknologi binaan berdasarkan kehendak pelanggan ataupun keperluan industri. Program pengajian ini membentuk pelajar dalam memahami konsep, prinsip reka bentuk dan lukisan pelan serta menerapkan daya kreativiti dalam mengintegrasikan hubung kait dengan keadaan persekitaran, konteks budaya, penggunaan bahan dan teknologi binaan, undang-undang dan amalan profesional dalam bidang seni bina. Kemahiran insaniah, kemahiran berkomunikasi dan kerja berpasukan juga diterapkan kepada pelajar supaya mereka dapat berkomunikasi, berinteraksi dan bekerja secara berpasukan dengan penuh bertanggungjawab dan berkesan.Segala pengetahuan dan kemahiran yang diperolehi oleh pelajar amat berguna untuk membina kerjaya ataupun melanjutkan pelajaran ke peringkat lebih tinggi dalam bidang seni bina."
POLY-DIP-058,Diploma Seni Kulinari,1,Diploma,Pelancongan Dan Hospitaliti,Seni Kulinari,"Hospitaliti, Kulinari & Pelancongan",5,"Diploma Seni Kulinari direka bentuk untuk melengkapkan pelajar dengan pengetahuan dan kemahiran asas dalam bidang seni masakan. Program ini menyediakan peluang kepada pelajar dalam membangunkan kemahiran masakan melalui kaedah hands-on dengan persekitaran dan peralatan di dalam dapur yang lengkap.
Program ini membolehkan pelajar untuk mengaplikasikan pengetahuan, kefahaman dan kemahiran dalam industri perkhidmatan makanan dengan pendedahan pengetahuan sanitasi di dalam perkhidmatan makanan, nutrisi, teori makanan, asas masakan barat, masakan Malaysia, masakan asia, masakan antarabangsa, penyajian makanan dan minuman, perancangan menu, penyediaan roti dan pastri, operasi perkhidmatan makanan komersil, kawalan kos makanan dan minuman dan pengurusan sumber manusia. perkhidmatan pelanggan dan keusahawanan yang diberikan. Program ini juga, menggabungkan amali dan pembelajaran melalui pengalaman. Pelajar juga akan menjalani enam bulan latihan industri yang berstruktur bertujuan memberi pelajar kemahiran dan pengalaman di tempat kerja dan pendidikan akademik yang berkaitan sekaligus membolehkan mereka memasuki alam pekerjaan dengan penuh dedikasi sebaik sahaja tamat pengajian."
POLY-DIP-059,Diploma Senibina Kapal,0,Diploma,Kejuruteraan Perkapalan,Senibina Kapal,"Aero, Marin, Minyak & Gas",6,"Diploma Senibina Kapal direka untuk menyediakan pengetahuan dan amalan kejuruteraan yang berkaitan dengan seni bina kapal. Ia juga mengintegrasikan asas dan aplikasi penyelidikan, proses reka bentuk dan prinsip kejuruteraan untuk reka bentuk dan pembinaan kapal marin dan struktur luar pesisir. Senibina kapal juga melibatkan formulasi peraturan keselamatan, peraturan kawalan kerosakan dan kelulusan dan pengesahan reka bentuk kapal untuk memenuhi keperluan berkanun dan bukan berkanun. Aktiviti utama lain termasuk reka bentuk, pengeluaran, penukaran dan pembinaan semula kapal. Program ini juga merangkumi pengetahuan asas teknik kejuruteraan. Program ini dijalankan selama enam semester yang merangkumi latihan industri pada semester keenam. Program pendidikan dan latihan yang dijalankan tidak hanya direka untuk memenuhi keperluan industri maritim tetapi melebihi tahap minimum kemahiran dan kecekapan yang ditetapkan dalam industri pembinaan maritim antarabangsa termasuk perancangan dan pembinaan kapal, perundingan teknikal dan keselamatan, operasi, pengurusan dan perdagangan serta kejuruteraan luar pesisir."
POLY-DIP-060,Diploma Sistem Maklumat Perniagaan,0,Diploma,Perdagangan,Sistem Maklumat Perniagaan,Perniagaan & Perdagangan,6,"Diploma Sistem Maklumat Perniagaan menyediakan pelajar secara menyeluruh tentang kepentingan system maklumat perniagaan di dalam organisasi. Program ini menyediakan pemahaman yang jelas kepada pelajar mengenai pesekitaran perniagaan yang meliputi aspek perakaunan, ekonomi, keusahawanan, sumber manusia, pengurusan, pemasaran dan sains keputusan. Bidang utama di dalam system maklumat perniagaan ialah e-Dagang, Sistem Sokongan Keputusan, Pengurusan Projek, Pengurusan Kualiti Menyeluruh, Pengurusan Rantaian Pembekalan, Pembangunan Aplikasi Perniagaan dan Komunikasi Data Perniagaan. Pelajar juga dilengkapi pelbagai kemahiran mengenai penggunaan system maklumat perniagaan melalui pengajaran dan pembelajaran yang inovatif khususnya untuk menganalisis maklumat perniagaan dalam pembangunan pangkalan data. Kemahiran ini membolehkan pelajar mengenalpasti masalah, menganalisis data, membuat keputusan dan mewujudkan sistem maklumat perniagaan dengan lebih kompeten."
POLY-DIP-061,Diploma Teknologi Akuakultur,0,Diploma,Agroteknologi Dan Bio-Industri,Teknologi Akuakultur,Pertanian & Bio-Industri,6,"Program ini akan dapat melahirkan sumber manusia terlatih dalam bidang akuakultur seterusnya menyumbang dalam pembangunan industri akuakultur Malaysia bagi memenuhi tuntutan Dasar Pertanian Negara yang Ketiga. Program ini mendedahkan pelajar kepada amalan serta latihan di pusat penetasan dan kolam penternakan. Pelajar dilatih secara individu untuk mengendali dan mengurus pusat penetasan dan kolam ternakan dalam kumpulan melalui perladangan kongsi bermula dari proses pembiakan sehingga ke peringkat penuaian dan pemasaran. Pelajar juga akan menjalani latihan industri di ladang-ladang akuakultur, sektor kerajaan dan swasta, institut penyelidikan dan pusat penetasan tempatan serta luar negara untuk menimba ilmu pengetahuan dan pengalaman. Selain kursus teras dalam akuakultur, kursus-kursus lain juga ditawarkan seperti Matematik untuk Teknologi, Sains Biologi, Kimia Pertanian, Bahasa Inggeris Komunikasi, Sains dan Teknologi dalam Islam, Nilai Masyarakat, Teknologi Hijau, Integriti dan Keusahawanan. Program ini juga akan menyediakan pelajar dengan pengetahuan asas yang baik, kemahiran dan dapat menyesuaikan diri dengan cabaran melalui pengurusan maklumat dan pembelajaran sepanjang hayat. Kursus teras yang dipelajari merangkumi semua aspek dalam bidang akuakultur termasuk Pengenalan kepada Akuakultur, Biologi Ikan, Pengurusan Kualiti Air dan Tanah, Pengurusan Penyakit Ikan, Nutrisi dan Makanan Akuakultur, Lepas Tuai dan Pemprosesan Ikan, Ternakan Tumbesaran Akuakultur, Perladangan Akuakultur, Penternakan Ikan Hiasan dan Projek Akhir Akuakultur. Kursus elektif yang ditawarkan pula merangkumi beberapa aspek penting dalam menambah nilai kemahiran dalam bidang akuakultur seperti Kultur Rumpai Laut, Amalan Pembengkelan Akuakultur, Keselamatan di Air dan Perikanan Rekreasi untuk meningkatkan pengetahuan dan kualiti pelajar."
POLY-DIP-062,Diploma Teknologi Berasaskan Kayu,0,Diploma,Kejuruteraan Awam,Teknologi Berasaskan Kayu,"Sivil, Seni Bina & Pembinaan",6,"Program pengajian Diploma Teknologi Berasaskan Kayu direkabentuk untuk melengkapkan pelajar dengan pengetahuan teoritikal, kemahiran teknikal dan tingkah laku yang diperlukan dalam bidang teknologi perkayuan. Pelaksanaan aktiviti pengajaran dan pembelajaran program pengajian ini dijalankan di bilik kuliah, bengkel dan industri berkaitan yang meliputi skop kerja di dalam industri perkayuan meliputi aspek sains kayu, kejuruteraan kayu dan teknologi pemprosesan kayu yang merangkumi jenis dan ciri-ciri kayu, penggunaan dan produk kayu, peralatan dan teknologi terkini dalam industry berasaskan kayu. Kemahiran insaniah, kemahiran berkomunikasi dan kerja berpasukan juga diterapkan kepada pelajar supaya mereka dapat berkomunikasi, berinteraksi dan bekerja secara berpasukan dengan penuh bertanggungjawab dan berkesan.Segala pengetahuan dan kemahiran yang diperolehi oleh pelajar amat berguna untuk membina kerjaya ataupun melanjutkan pelajaran ke peringkat lebih tinggi dalam bidang teknologi perkayuan."
POLY-DIP-063,Diploma Teknologi Hortikultur Landskap,0,Diploma,Agroteknologi Dan Bio-Industri,Teknologi Hortikultur Landskap,Pertanian & Bio-Industri,6,"Diploma Teknologi Hortikultur Landskap (DHL) adalah program pengajian sepenuh masa selama 3 tahun (6 semester) yang terdiri daripada 5 semester akademik dan satu semester latihan industri. Program ini merangkumi pelbagai disiplin dalam hortikultur landskap yang direka bagi menampung permintaan dalam bidang landskap dan hortikultur dengan pengkhususan dalam bidang Hortikultur, Pengeluaran Tanaman, Penjagaan Tanaman, Reka Bentuk Landskap, Teknologi Landskap, Pembangunan Landskap, dan Pengurusan Landskap. Program ini turut memperkenalkan teknologi terkini yang digunakan dalam bidang hortikultur landskap seperti IR 4.0, Internet of Things (IoT), perisian 3D dan Kecerdasan Buatan (Al). Penggunaan teknologi dalam program ini menyediakan tenaga kerja yang mahir dan terlatih yang diperlukan untuk memenuhi kehendak dan cabaran pada masa akan datang. Kursus kursus teknologi yang ditawarkan oleh program ini merangkumi Keselamatan & Kesihatan Pekerjaan, Sains Tanaman, Pengenalan kepada Hortikultur Landskap, Landskap Grafik, Sains Tanah, Pengurusan Nurseri, Pengenalan Tanaman, Landskap Komputer Grafik, Pengurusan Rumput Turf, Penjagaan Kesihatan Tumbuhan, Asas Rekabentuk Landskap, Pembinaan dan Pemasangan Landskap, Pematuhan Teknologi Hijau, Rekabentuk Landskap, Projek Proposal, Teknologi Landskap, Penyelenggaraan Landskap, Arborikultur, Pengurusan Projek Landskap, Projek Hortikultur Landskap, Fotografi, Praktis Etika dan Profesional, Integrasi Aquascape dan Teknologi Hortikultur Bandar. Pelajar juga akan didedahkan dengan latihan industri bagi mendapatkan ilmu dan pengalaman yang lebih mendalam daripada pihak industri berkaitan.
Kursus-kursus lain yang ditawarkan seperti Teknologi Matematik, Komunikasi Inggeris, Kursus Integriti dan Anti Rasuah, Sains Teknologi dan Kejuruteraan dalam Islam atau Nilai Masyarakat Malaysia dan Keusahawanan. Kesemua kursus yang terkandung dalam program ini berupaya memberikan pengetahuan asas yang baik dalam bidang Teknologi Hortikultur Landskap, kemahiran teknikal dan kemahiran komunikasi yang membolehkan pelajar menyesuaikan diri dengan teknologi dan cabaran baru dalam industri sekaligus dapat melengkapkan pelajar untuk menceburi kepelbagaian peluang pekerjaan dan berupaya melahirkan generasi baharu yang mahir dalam bidang Teknologi Hortikultur Landskap bagi mempercepatkan usaha negara ke arah persekitaran hidup berkualiti sepenuhnya serta menonjolkan identiti landskap unik Malaysia."
