institution_id,institution_name,acronym,type,category,subcategory,State,address,phone,url,latitude,longitude,DUN,Parliament,Indians,Indians %,Ave. Income
KKOM-048,Kolej Komuniti Pagoh,KKPA,IPTA,Kolej Komuniti,Kolej Komuniti,Johor,"No. 1-6, Jalan Pagoh Jaya 1/5, Taman Pagoh, 84500 Muar, Johor",06-9736001 / 6003,https://kkpagoh.mypolycc.edu.my/file/BUKU_PANDUAN_PENDAFTARAN_SESI_2_2025_2026.pdf,,,N08 Bukit Pasir,P143 Pagoh,1908.0,3.7,6122
KKOM-049,Kolej Komuniti Kota Tinggi,KKKTI,IPTA,Kolej Komuniti,Kolej Komuniti,Johor,"Lot 549, No. 1A, Jalan Abdullah, 81900 Kota Tinggi, Johor",07-8821434 / 010-2203431,https://kkkotatinggi.mypolycc.edu.my/,1.565357,104.2186967,N38 Penawar,P157 Pengerang,193.0,0.5,7520
KKOM-050,Kolej Komuniti Bandar Penawar Cawangan Gelang Patah,KKBPCGP,IPTA,Kolej Komuniti,Kolej Komuniti,Johor,"Nusa Bayu Commercial Center, Jalan Nusa Bayu 1/2, Taman Nusa Bayu, 79200 Iskandar Puteri, Johor",07-5964159,http://kkgelangpatah.mypolycc.edu.my,1.482339625,103.5943949,N49 Kota Iskandar,P162 Iskandar Puteri,33588.0,11.8,1127
KKOM-051,Kolej Komuniti Bandar Darulaman,KKBD,IPTA,Kolej Komuniti,Kolej Komuniti,Kedah,"No. 17, Bandar Darulaman Jaya, 06000 Jitra, Kedah",011-31470889,https://kkbandardarulaman.mypolycc.edu.my/,6.2436651,100.4203644,N06 Jitra,P006 Kubang Pasu,2963.0,3.2,7300
KKOM-052,Kolej Komuniti Sungai Petani,KKSP,IPTA,Kolej Komuniti,Kolej Komuniti,Kedah,"No. 77, Lengkok Cempaka 1, Pusat Bandar Amanjaya, 08000 Sungai Petani, Kedah",04-4412909 / 3909 / 017-4631364,https://kksungaipetani.mypolycc.edu.my/,5.3805433,100.4645682,N12 Penanti,P044 Permatang Pauh,378.0,1.2,6100
KKOM-053,Kolej Komuniti Kulim,KKKUL,IPTA,Kolej Komuniti,Kolej Komuniti,Kedah,"Jalan Kota Kenari 2, Taman Kota Kenari, 09000 Kulim, Kedah",04-4900412,https://kkkulim.mypolycc.edu.my/,5.3707719,100.5684769,N35 Kulim,P018 Kulim-Bandar Baharu,10660.0,14.7,6126
KKOM-054,Langkawi Tourism Academy @ Kolej Komuniti Langkawi,KKL,IPTA,Kolej Komuniti,Kolej Komuniti,Kedah,"Jalan Pantai Chenang, Mukim Kedawang, 07000 Langkawi, Kedah",04-9555909,https://ltakklangkawi.mypolycc.edu.my/,6.3180651,99.7255872,N02 Kuah,P004 Langkawi,910.0,1.9,7193
KKOM-055,Kolej Komuniti Baling,KKBA,IPTA,Kolej Komuniti,Kolej Komuniti,Kedah,"Batu 42, Mukim Pulai, 09100 Baling, Kedah",04-4708768 samb.122 / 017-4867448,https://kkbaling.mypolycc.edu.my/index.php/muat-turun,5.655943868,100.8730216,N31 Kupang,P016 Baling,380.0,0.8,4477
KKOM-056,Kolej Komuniti Padang Terap,KKPT,IPTA,Kolej Komuniti,Kolej Komuniti,Kedah,"Taman Belimbing Indah, 06300 Kuala Nerang, Kedah",04-7903811,https://kkpadangterap.mypolycc.edu.my/,6.2494547,100.596302,N07 Kuala Nerang,P007 Padang Terap,0.0,0.0,5255
KKOM-057,Kolej Komuniti Sik,KKSI,IPTA,Kolej Komuniti,Kolej Komuniti,Kedah,"No. 28-A, Pusat Perniagaan Alamanda, 08200 Sik, Kedah",04-4693101 / 013-3999303,https://sites.google.com/kksik.edu.my/ambilan-kolej-komuniti-sik/permohonan,5.8149795,100.7402325,N23 Belantek,P013 Sik,57.0,0.2,4615
KKOM-058,Kolej Komuniti Bandar Darulaman Cawangan Jerlun,KKBDCJ,IPTA,Kolej Komuniti,Kolej Komuniti,Kedah,"No. 1, Tingkat Bawah, Taman Seri Kodiang, 06100 Kodiang, Kedah",04-9250519 / 011-31470889,https://kkjerlun.mypolycc.edu.my/,6.244976338,100.4207224,N06 Jitra,P006 Kubang Pasu,2963.0,3.2,7300
KKOM-059,Kolej Komuniti Bandar Baharu,KKBBA,IPTA,Kolej Komuniti,Kolej Komuniti,Kedah,"No. 1, Jalan Syariah, 34950 Bandar Baharu, Kedah",011-31743123,https://kkbandarbaharu.mypolycc.edu.my/,5.1313865,100.4951386,N36 Bandar Baharu,P018 Kulim-Bandar Baharu,2630.0,6.1,4959
KKOM-060,Kolej Komuniti Jerai,KKJER,IPTA,Kolej Komuniti,Kolej Komuniti,Kedah,"Lot 7, Jalan Delima 1, Taman Delima, 08800 Guar Chempedak, Kedah",04-4682704 / 018-9164948,https://kkjerai.mypolycc.edu.my/,5.8537594,100.4454965,N21 Guar Chempedak,P012 Jerai,37.0,0.1,4390
KKOM-061,Kolej Komuniti Bukit Beruang,KKBBE,IPTA,Kolej Komuniti,Kolej Komuniti,Melaka,"No. 23, Jalan Bbi 1, Taman Bukit Beruang Indah, 75450 Bukit Beruang, Melaka",06-2332770 / 019-7090581,https://kkbukitberuang.mypolycc.edu.my/,2.2557171,102.2783666,N16 Ayer Keroh,P137 Hang Tuah Jaya,4480.0,7.2,9063
KKOM-062,Kolej Komuniti Masjid Tanah,KKMT,IPTA,Kolej Komuniti,Kolej Komuniti,Melaka,"Paya Rumput, 78300 Masjid Tanah, Melaka",06-3843703,https://kkmasjidtanah.mypolycc.edu.my,2.3643469,102.0921075,N03 Ayer Limau,P134 Masjid Tanah,666.0,4.2,6836
KKOM-063,Kolej Komuniti Selandar,KKSEL,IPTA,Kolej Komuniti,Kolej Komuniti,Melaka,"Jalan Batang Melaka, 77500 Selandar, Melaka",06-5253122 / 5253155,https://kkselandar.mypolycc.edu.my/,2.4738878,102.4157442,N10 Asahan,P135 Alor Gajah,1500.0,9.9,6197
KKOM-064,Kolej Komuniti Jasin,KKJA,IPTA,Kolej Komuniti,Kolej Komuniti,Melaka,"Km 24, Taman Iks Merlimau, Jalan Muar, 77300 Merlimau, Melaka",06-2631616,https://kkjasin.mypolycc.edu.my/,2.3999969,102.3840111,N10 Asahan,P135 Alor Gajah,1500.0,9.9,6197
KKOM-065,Kolej Komuniti Kota Melaka,KKKME,IPTA,Kolej Komuniti,Kolej Komuniti,Melaka,"No. 5, Kompleks Kesidang, Jalan Tun Perak, 75450 Melaka, Melaka",06-3361220 / 012-6109912,https://kkkotamelaka.mypolycc.edu.my/,2.221184,102.2357537,N20 Kota Laksamana,P138 Kota Melaka,1292.0,4.1,8451
KKOM-066,Kolej Komuniti Tangga Batu,KKTB,IPTA,Kolej Komuniti,Kolej Komuniti,Melaka,"Lot 423, Jalan SS 1, Taman Sayang Selasih, 75200 Klebang, Melaka",06-3152952 / 016-8287418,https://kktanggabatu.mypolycc.edu.my,2.219750608,102.1925088,N14 Kelebang,P136 Tangga Batu,627.0,1.7,6536
KKOM-067,Kolej Komuniti Jempol,KKJEM,IPTA,Kolej Komuniti,Kolej Komuniti,Negeri Sembilan,"Taman Industri Mahsan, Km 5, Jalan Mahsan, 72100 Bahau, Negeri Sembilan",013-6664220,https://kkjempol.mypolycc.edu.my/,2.8470575,102.4074744,N05 Serting,P127 Jempol,2090.0,7.5,4471
KKOM-068,Kolej Komuniti Jelebu,KKJ,IPTA,Kolej Komuniti,Kolej Komuniti,Negeri Sembilan,"Jalan Seperi, 71600 Kuala Klawang, Negeri Sembilan",06-6138381 / 011-1857 8120,https://kkjelebu.mypolycc.edu.my/,2.9605827,102.0586477,N01 Chennah,P126 Jelebu,489.0,3.2,5051
KKOM-069,Kolej Komuniti Rembau,KKR,IPTA,Kolej Komuniti,Kolej Komuniti,Negeri Sembilan,"Lot Pt 2565-2579, Taman Pinggiran Pedas, 71400 Pedas, Negeri Sembilan",010-4017811,https://kkrembau.mypolycc.edu.my/,2.575099683,102.0454015,N26 Chembong,P131 Rembau,2833.0,8.8,5771
KKOM-070,Kolej Komuniti Tampin,KKTAM,IPTA,Kolej Komuniti,Kolej Komuniti,Negeri Sembilan,"No. 99-100, Jalan Impian Nuri 3, Taman Impian Jaya, 73200 Gemencheh, Negeri Sembilan",06-4316029 / 017-4897946,https://kktampin.mypolycc.edu.my/,2.3999969,102.3840111,N10 Asahan,P135 Alor Gajah,1500.0,9.9,6197
KKOM-071,Kolej Komuniti Kuala Pilah,KKKP,IPTA,Kolej Komuniti,Kolej Komuniti,Negeri Sembilan,"Jalan 4, Taman Pilah Jaya, 72000 Kuala Pilah, Negeri Sembilan",011-55576925,https://kkkualapilah.mypolycc.edu.my/,2.7456675,102.2595978,N17 Senaling,P129 Kuala Pilah,389.0,5.1,4294
KKOM-072,Kolej Komuniti Kepala Batas,KKKB,IPTA,Kolej Komuniti,Kolej Komuniti,Pulau Pinang,"No. 87, Lorong Bertam Indah 1, Taman Bertam Indah, 13200 Kepala Batas, Pulau Pinang",04-5792300 / 011-17892300,https://kkkepalabatas.mypolycc.edu.my/v1/,5.5190703,100.4397807,N03 Pinang Tunggal,P041 Kepala Batas,2627.0,4.3,7036
KKOM-073,Kolej Komuniti Bayan Baru,KKBB,IPTA,Kolej Komuniti,Kolej Komuniti,Pulau Pinang,"No. 2, Persiaran Paya Terubong 1, 11900 Bayan Lepas, Pulau Pinang",017-6067216,https://kkbayanbaru.mypolycc.edu.my/index.php/muatturun/garis-panduan/bahagian-ambilan-dan-pembangunan-pelajar,5.3324278,100.2792443,N34 Paya Terubong,P051 Bukit Gelugor,12803.0,10.7,7986
KKOM-074,Kolej Komuniti Seberang Jaya,KKSJ,IPTA,Kolej Komuniti,Kolej Komuniti,Pulau Pinang,"Lot Pt 2811-2822, Lorong Desa Pauh 1, Taman Desa Pauh, 13700 Perai, Pulau Pinang",04-3902897,https://kkseberangjaya.mypolycc.edu.my/v1/,5.3788762,100.4196858,N10 Seberang Jaya,P044 Permatang Pauh,6710.0,7.9,6822
KKOM-075,Kolej Komuniti Nibong Tebal,KKNT,IPTA,Kolej Komuniti,Kolej Komuniti,Pulau Pinang,"No. 2, Jalan Tasek SS1, Bandar Tasek Mutiara, 14120 Simpang Ampat, Pulau Pinang",04-5082284,https://kknibongtebal.mypolycc.edu.my/,5.2842277,100.4804074,N20 Sungai Bakap,P047 Nibong Tebal,8541.0,15.2,6273
KKOM-076,Kolej Komuniti Bukit Mertajam,KKBM,IPTA,Kolej Komuniti,Kolej Komuniti,Pulau Pinang,"No. 2, Jalan Koperasi, Taman Koperasi Guru, Jalan Tanah Liat, 14000 Bukit Mertajam, Pulau Pinang",04-5378349 / 012-5322808,https://kkbukitmertajam.mypolycc.edu.my/,5.3805433,100.4645682,N12 Penanti,P044 Permatang Pauh,378.0,1.2,6100
KKOM-077,Kolej Komuniti Tasek Gelugor,KKTG,IPTA,Kolej Komuniti,Kolej Komuniti,Pulau Pinang,"Lot 4812, Jalan Tasek Gelugor, Kampung Selamat, 13300 Tasek Gelugor, Pulau Pinang",04-5731453,https://kktasekgelugor.mypolycc.edu.my/,5.4969969,100.5200574,N04 Permatang Berangan,P042 Tasek Gelugor,1512.0,4.0,6505
KKOM-078,Kolej Komuniti Kuching,KKKUC,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"Lot 3563, Sego Centre, Jalan Sultan Tengah, Petra Jaya, 93050 Kuching, Sarawak",082-313322 / 313321 / 313323,https://kkkuching.mypolycc.edu.my/v1/index.php/,1.4166866,110.1561153,N02 Tasik Biru,P192 Mas Gading,58.0,0.2,5511
KKOM-079,Kolej Komuniti Mas Gading,KKMG,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"Lot 742-750, Off Parent Lot 726, Bau Town District, 94000 Bau, Sarawak",019-8982549,https://kkmasgading.mypolycc.edu.my/,1.4166866,110.1561153,N02 Tasik Biru,P192 Mas Gading,58.0,0.2,5511
KKOM-080,Kolej Komuniti Miri,KKM,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"5600 Jalan Permyjaya Utama, Pusat Bandar Permyjaya, 98000 Miri, Sarawak",017-5505132,https://kkmiri.mypolycc.edu.my/,4.4516443,114.035486,N75 Senadin,P219 Miri,366.0,0.3,7432
KKOM-081,Kolej Komuniti Sarikei,KKSAR,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"No. 7 & 8, Lot 2101 Dan 2102, Blok 36 Jalan Sentral, 96100 Sarikei, Sarawak",084-659101 / 013-5622433,https://kksarikei.mypolycc.edu.my/,2.132710081,111.5220299,N46 Meradong,P208 Sarikei,0.0,0.0,4050
KKOM-082,Kolej Komuniti Santubong,KKSAN,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"Sublot 37-40, Blok B, Pusat Komersial Demak Laut, Jalan Bako 93050 Kuching, Sarawak",016-8672872,https://kksantubong.mypolycc.edu.my/,1.587374687,110.4178158,N05 Demak Laut,P193 Santubong,44.0,0.1,5164
KKOM-083,Kolej Komuniti Sarikei Cawangan Sibu,KKSCS,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"Lot 2577 - 2580, Lorong Wawasan 11f, Campus Park, 96000 Sibu, Sarawak",084-231590 / 013-5622433,https://kksibu.mypolycc.edu.my/,2.342224302,111.8255018,N55 Nangka,P212 Sibu,143.0,0.2,6476
KKOM-084,Kolej Komuniti Betong,KKBET,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"Lot 2025 (Sublot 16 (Aras Bawah) - Sublot 17), Lot 2026-2027, Block 9, Batu Api Land District (Fasa 2), 95700 Betong, Sarawak",083-471830,https://kkbetong.mypolycc.edu.my/,1.4036358,111.5363862,N36 Layar,P204 Betong,0.0,0.0,4851
KKOM-085,Kolej Komuniti Arau,KKA,IPTA,Kolej Komuniti,Kolej Komuniti,Perlis,"Jalan Tengku Budriah, Tambun Tulang, 02600 Arau, Perlis",04-9869800 / 019-4261953,https://kkarau.mypolycc.edu.my,6.379593316,100.239724,N12 Tambun Tulang,P003 Arau,275.0,1.4,5670
KKOM-086,Kolej Komuniti Arau Cawangan Kangar,KKACK,IPTA,Kolej Komuniti,Kolej Komuniti,Perlis,"Lot 7,8,9,10,11, Blok B, Kompleks Niaga Pkenps, Jalan Raja Syed Alwi, 01000 Kangar, Perlis",04-9869800 / 019-4261953,https://kkarau.mypolycc.edu.my,6.435714911,100.1956007,N08 Indera Kayangan,P002 Kangar,374.0,2.3,6042
KKOM-087,Kolej Komuniti Tawau,KKTAW,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Batu 4, Jalan Apas, Perdana Square Commercial Centre (Peti Surat 61607), 91000 Tawau, Sabah",089-913400,https://kktawau.mypolycc.edu.my/,4.2537172,117.9211182,N69 Sri Tanjong,P190 Tawau,196.0,0.4,7425
KKOM-088,Kolej Komuniti Lahad Datu,KKLD,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Mdld 7211, Lot 246-255, Bandar Sri Perdana, Jalan Silam, 91110 Lahad Datu, Sabah",016-8454298,https://kklahaddatu.mypolycc.edu.my/,5.026765018,118.2939216,N61 Segama,P188 Lahad Datu,294.0,0.4,6598
KKOM-089,Kolej Komuniti Sandakan,KKS,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Blok B4 - B5, Bandar Labuk Jaya, Batu 7, Jalan Labuk, 90000 Sandakan, Sabah",089-226370 / 011-72589732,https://kksandakan.mypolycc.edu.my/,5.881021257,118.0488804,N02 Kuah,P004 Langkawi,910.0,1.9,7193
KKOM-090,Kolej Komuniti Beaufort,KKB,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Jalan Melalugus, 89807 Beaufort, Sabah",087-212528 / 017-3324713,http://kkbeaufort.mypolycc.edu.my/,5.3648555,115.7172575,N32 Klias,P177 Beaufort,78.0,0.3,4569
KKOM-091,Kolej Komuniti Tambunan,KKT,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Jalan Batu Gong, Peti Surat 405, 89657 Tambunan, Sabah",087-774 487 / 010-2853600,https://kktambunan.mypolycc.edu.my/,5.620607048,116.3305624,N39 Tambunan,P180 Keningau,0.0,0.0,4826
KKOM-092,Kolej Komuniti Penampang,KKPEN,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Lot 5-8, Blok B, Wisma Malakun, Jalan Ramayah-Putatan, 89500 Penampang, Sabah",088-760951 / 012-6077091,https://kkpenampang.mypolycc.edu.my/index.php,5.886897867,116.0831027,N26 Moyog,P174 Penampang,99.0,0.2,6502
KKOM-093,Kolej Komuniti Kota Marudu,KKKM,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Blok B1,2, Blok C 1-6, Jaya Industrial Centre, 89108 Kota Marudu, Sabah",088-663693 / 014-5516126,https://kkkotamarudu.mypolycc.edu.my/,6.494637907,116.7719858,N06 Bandau,P168 Kota Marudu,0.0,0.0,3356
KKOM-094,Kolej Komuniti Papar,KKP,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Lot 32 - 41, Sri Alam Perdana Commercial Centre, 89600 Papar, Sabah",014-3735344,https://sites.google.com/view/kolej-komuniti-papar/home,5.730481493,115.9271396,N29 Pantai Manis,P175 Papar,23.0,0.1,5910
KKOM-095,Kolej Komuniti Semporna,KKSEM,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Lot C7-C9, Blok C, Bandar Utama, Jalan Bubul, Peti Surat 402, 91308 Semporna, Sabah",017-9114721 / 089-782300,https://kksemporna.mypolycc.edu.my/,4.477904298,118.608804,N65 Senallang,P189 Semporna,37.0,0.1,6882
KKOM-096,Kolej Komuniti Kuala Terengganu,KKKT,IPTA,Kolej Komuniti,Kolej Komuniti,Terengganu,"Jalan Tengku Ampuan Mariam, 20200 Kuala Terengganu, Terengganu",09-6204200 / 011-11780782,https://kkkualaterengganu.mypolycc.edu.my/,5.2682377,103.163084,N16 Batu Buruk,P036 Kuala Terengganu,47.0,0.1,6689
KKOM-097,Kolej Komuniti Besut,KKBES,IPTA,Kolej Komuniti,Kolej Komuniti,Terengganu,"Tingkat 2 & 3, Bangunan Baitul Ehsan, Jalan Besar Jerteh, 22000 Besut, Terengganu",09-6972080,https://kkbesut.mypolycc.edu.my/,5.7379834,102.4947165,N03 Jertih,P033 Besut,30.0,0.1,5857
KKOM-098,Kolej Komuniti Kemaman,KKK,IPTA,Kolej Komuniti,Kolej Komuniti,Terengganu,"K148-E, Bangunan Majlis Perbandaran Kemaman, 24100 Kijal, Kemaman, Terengganu",09-8599330 / 019-2699878,https://kkkemaman.mypolycc.edu.my/,4.3361486,103.4785885,N30 Kijal,P040 Kemaman,50.0,0.1,7908
KKOM-099,Kolej Komuniti Kuala Terengganu Cawangan Kuala Nerus,KKKTCKN,IPTA,Kolej Komuniti,Kolej Komuniti,Terengganu,"Jalan Tengku Mohamad, 21200 Kuala Terengganu, Terengganu",09-6227604 / 011-11780782,https://kkkualanerus.mypolycc.edu.my/,5.3409919,103.1020258,N12 Bukit Tunggal,P035 Kuala Nerus,22.0,0.1,7231
KKOM-100,Kolej Komuniti Kuala Terengganu Caw. Hulu Terengganu,KKKTCHT,IPTA,Kolej Komuniti,Kolej Komuniti,Terengganu,"No. 25-27, Blok C, Perkedaian Pekan Ajil, 21800 Ajil, Terengganu",09-6862510 / 011-11780782,https://kkhuluterengganu.mypolycc.edu.my/,5.081940743,103.0869363,N24 Ajil,P038 Hulu Terengganu,0.0,0.0,5708
KKOM-101,Kolej Komuniti Kuala Terengganu Cawangan Setiu,KKKTCS,IPTA,Kolej Komuniti,Kolej Komuniti,Terengganu,"Bangunan Wisma Sri Langkap, 21500 Sungai Tong, Terengganu",09-6572000 / 011-11780782,https://kksetiu.mypolycc.edu.my/,5.359071891,102.8859398,N07 Langkap,P034 Setiu,0.0,0.0,5624
IKBN-001,IKTBN Dusun Tua,IKBNDT,IPTA,ILKBS,IKTBN,Selangor,"Km 25, Dusun Tua, 43100 Hulu Langat, Selangor",03-90217100,https://kemahiran.kbs.gov.my/iktbndusuntua.html,3.1461918,101.8387829,N23 Dusun Tua,P101 Hulu Langat,7976.0,7.4,10611
IKBN-002,IKTBN Sepang,IKBNS,IPTA,ILKBS,IKTBN,Selangor,"Bandar Baru Salak Tinggi, 43900 Sepang, Selangor",03-87061720,https://kemahiran.kbs.gov.my/iktbnsepang.html,2.8123434,101.7372806,N56 Sungai Pelek,P113 Sepang,8710.0,13.6,10895
IKBN-003,IKTBN Chembong,IKBNC,IPTA,ILKBS,IKTBN,Negeri Sembilan,"71300 Rembau, Negeri Sembilan",06-6857900,https://kemahiran.kbs.gov.my/iktbnchembong.html,2.5861196,102.0904135,N26 Chembong,P131 Rembau,2833.0,8.8,5771
IKBN-004,IKTBN Bukit Mertajam,IKBNBM,IPTA,ILKBS,IKTBN,Pulau Pinang,"Jalan Berapit,14000 Bukit Mertajam, Pulau Pinang",04-5225288   ,https://kemahiran.kbs.gov.my/iktbnbukitmertajam.html,5.3742966,100.4668989,N12 Penanti,P044 Permatang Pauh,378.0,1.2,6100
IKBN-005,IKTBN Alor Gajah,IKBNAG,IPTA,ILKBS,IKTBN,Melaka,"Km 34, Jalan Masjid Tanah, 78300 Masjid Tanah, Melaka",06-3851255,https://kemahiran.kbs.gov.my/iktbnalorgajah.html,2.3686056,102.0886808,N02 Tanjung Bidara,P134 Masjid Tanah,409.0,2.0,5812
IKBN-006,IKTBN Negara Pagoh,IKBNNP,IPTA,ILKBS,IKTBN,Johor,"Km 21, Jalan Panchor, 84500 Pagoh, Johor",06-9737836,https://kemahiran.kbs.gov.my/iktbnpagoh.html,2.134959999,102.7187691,N08 Bukit Pasir,P143 Pagoh,1908.0,3.7,6122
IKBN-007,IKTBN Temerloh,IKBNT,IPTA,ILKBS,IKTBN,Pahang,"Kampung Bongsu, 28500 Lanchang, Temerloh, Pahang",09-2805550,https://kemahiran.kbs.gov.my/iktbntemerloh.html,3.498147352,102.2279012,N31 Lanchang,P088 Temerloh,3635.0,9.8,4960
IKBN-008,IKTBN Bachok,IKBNB,IPTA,ILKBS,IKTBN,Kelantan,"Kampong Tangok, 16300 Bachok, Kelantan",09-7787700,https://kemahiran.kbs.gov.my/iktbnbachok.html,5.9907998,102.4078223,N21 Pantai Irama,P025 Bachok,110.0,0.2,4558
IKBN-009,IKSN Kuala Langat,IKBNKL,IPTA,ILKBS,IKSN,Selangor,"Jalan Sultan Abdul Samad, Kampung Sungai Raba, 42700 Banting, Selangor",03-31802128,https://kemahiran.kbs.gov.my/iksnkualalangat.html,2.820673212,101.471673,N53 Morib,P112 Kuala Langat,6148.0,12.2,8965
IKBN-010,IKBN Peretak,IKBNP,IPTA,ILKBS,IKBN,Selangor,"Jalan Ampang Pecah, 44000 Kuala Kubu Bharu, Selangor",03-60996000,https://kemahiran.kbs.gov.my/ikbnperetak.html,3.5457114,101.6584074,N06 Kuala Kubu Baharu,P094 Hulu Selangor,8439.0,18.2,7212
IKBN-011,IKBN Seri Iskandar,IKBNSI,IPTA,ILKBS,IKBN,Perak,"32600 Bota, Perak",05-3711101,https://kemahiran.kbs.gov.my/ikbnseriiskandar.html,4.348422,100.8828095,N40 Bota,P069 Parit,864.0,1.8,6650
IKBN-012,IKBN Naka,IKBNN,IPTA,ILKBS,IKBN,Kedah,"Mukim Tekai, Pekan Naka, Kedah",04-7993000,https://kemahiran.kbs.gov.my/ikbnnaka.html,6.129616037,100.6709661,N08 Pedu,P007 Padang Terap,30.0,0.1,4222
IKBN-013,IKBN Jitra,IKBNJ,IPTA,ILKBS,IKBN,Kedah,"Km 23, Jalan Changloon, 06000 Jitra, Kedah",04-9174676,https://kemahiran.kbs.gov.my/ikbnjitra.html,6.30188568,100.4198359,N06 Jitra,P006 Kubang Pasu,2963.0,3.2,7300
IKBN-014,IKBN Kuala Perlis,IKBNKP,IPTA,ILKBS,IKBN,Perlis,"Jalan Bukit Kubu, 02000 Kuala Perlis, Perlis",04-9855985,https://kemahiran.kbs.gov.my/ikbnkualaperlis.html,6.399954736,100.14433,N09 Kuala Perlis,P002 Kangar,38.0,0.2,5129
IKBN-015,IKBN Tanah Merah,IKBNTM,IPTA,ILKBS,IKBN,Kelantan,"Jalan Bukit Panau, Tanah Merah, Kelantan",09-9509900,https://kemahiran.kbs.gov.my/ikbntanahmerah.html,5.8768225,102.155174,N26 Bukit Panau,P027 Tanah Merah,66.0,0.1,5088
IKBN-016,IKBN Wakaf Tapai,IKBNWT,IPTA,ILKBS,IKBN,Terengganu,"Km 24, Jalan Kuala Terengganu-Kuala Berang, 21040, Marang, Terengganu",09-6806000,https://kemahiran.kbs.gov.my/ikbnwakaftapai.html,5.150126686,103.0800173,N20 Pengkalan Berangan,P037 Marang,0.0,0.0,5306
IKBN-017,IKBN Kemasik,IKBNK,IPTA,ILKBS,IKBN,Terengganu,"Km 19, Jalan Kemaman-Dungun, 24200 Kemasik Kemaman, Terengganu",09-8664500,https://kemahiran.kbs.gov.my/ikbnkemasik.html,4.4352949,103.4515704,N29 Kemasik,P040 Kemaman,37.0,0.1,10913
IKBN-018,IKBN Pekan,IKBNPE,IPTA,ILKBS,IKBN,Pahang,"Km 55, Jalan Kuantan-Segamat, 26650 Pekan, Pahang",09-4514888,https://kemahiran.kbs.gov.my/ikbnpekan.html,3.4696874,103.0966946,N23 Chini,P085 Pekan,41.0,0.2,5587
IKBN-019,IKBN Bandar Penawar,IKBNBP,IPTA,ILKBS,IKBN,Johor,"Jalan Kejora Utama, 81930 Bandar Penawar, Johor",07-8221567,https://kemahiran.kbs.gov.my/ikbnbandarpenawar.html,1.5788577,104.210287,N38 Penawar,P157 Pengerang,193.0,0.5,7520
IKBN-020,IKBN Kinarut,IKBNKE,IPTA,ILKBS,IKBN,Sabah,"Jalan Limau Limauan, Kinarut, Sabah",088-755929,https://kemahiran.kbs.gov.my/ikbnkinarut.html,5.8041235,116.0247526,N28 Kawang,P175 Papar,47.0,0.1,5762
IKBN-021,IKBN Miri,IKBNM,IPTA,ILKBS,IKBN,Sarawak,"Jalan Permyjaya Utama, Bandar Baru Permyjaya, 98000 Miri, Sarawak",085-660714,https://kemahiran.kbs.gov.my/ikbnmiri.html,4.4523801,114.0439374,N75 Senadin,P219 Miri,366.0,0.3,7432
IJTM-001,Institut Teknikal Jepun Malaysia,JMTI,IPTA,ILJTM,JMTI,Pulau Pinang,"59, Lorong Perindustrian Bukit Minyak 15, Kawasan Perindustrian Bukit Minyak, 14100 Simpang Ampat, Pulau Pinang",604-5087800,https://www.jmti.gov.my,5.304281979,100.4465921,N17 Bukit Tengah,P046 Batu Kawan,7205.0,13.7,8140
IJTM-002,ADTEC JTM Kampus Kuala Lumpur,ILPKL,IPTA,ILJTM,ILP,WP Kuala Lumpur,"Jalan Kuchai Lama, 58200 Kuala Lumpur, WP Kuala Lumpur",03-79817495 / 7496,https://www.ilpkl.gov.my,3.092811177,101.6872901,P122 Seputeh,P122 Seputeh,34816.0,11.2,13489
IJTM-003,ADTEC JTM Kampus Ipoh,ILPIPOH,IPTA,ILJTM,ILP,Perak,"Kawasan Perindustrian Taman Meru, 30020 Ipoh, Perak",05-5277777 / 5597,https://www.ilpipoh.gov.my,4.646943,101.0713851,N23 Manjoi,P063 Tambun,13753.0,10.0,6669
IJTM-004,ADTEC JTM Kampus Taiping,ILPTAIPING,IPTA,ILJTM,ADTEC,Perak,"PT 15643, Kamunting Raya, Mukim Asam Kumbang, 34600 Kamunting, Taiping, Perak",05-8012601,https://www.adtectaiping.gov.my,4.865426082,100.7010548,N13 Kuala Sepetang,P059 Bukit Gantang,3133.0,7.2,4312
